Link,Text,Retweets,Likes,Comments,Feed,Timestamp,Goal: collect attention-grabbing political tweets
https://bsky.app/profile/gbbranstetter.bsky.social/post/3knssi4ouko24,"A running theme in Woods' telling is how even those who opposed Hitler blamed his rise on the ""depravity"" and excess of Weimar Berlin ""as if the mere presence of ersatz women
in theclubwas enough to foment and justify a right-wing putsch""--a phrase I find myself repeating often",46,177,,https://bsky.app/profile/did:plc:z72i7hdynmk6r22z27h6tvur/feed/hot-classic,3/16/2024,
https://bsky.app/profile/juliusgoat.bsky.social/post/3knstcvx3mc2f,"And now conservatives today are making the same argument today, blaming the existence of for example queer people for the political empowerment of Republicans and other kinds of Nazis who seek to murder queer people.",52,151,,https://bsky.app/profile/did:plc:z72i7hdynmk6r22z27h6tvur/feed/hot-classic,3/16/2024,
https://bsky.app/profile/jbouie.bsky.social/post/3knstcm42kk2h,this from @radleybalko.bsky.social is very good,79,225,,https://bsky.app/profile/did:plc:z72i7hdynmk6r22z27h6tvur/feed/hot-classic,3/16/2024,
https://bsky.app/profile/gbbranstetter.bsky.social/post/3knstbz6yas22,"They say this about Putin and Orban and their wars against ""globalists"" or Soros--indeed they build red state policy in the model of both. Ask Rufo, ask Dreher, ask Claremont and ADF",15,58,,https://bsky.app/profile/did:plc:z72i7hdynmk6r22z27h6tvur/feed/hot-classic,3/16/2024,
https://bsky.app/profile/jameeljaffer.bsky.social/post/3knst4cru622w,This framing is really something.,20,139,,https://bsky.app/profile/did:plc:z72i7hdynmk6r22z27h6tvur/feed/hot-classic,3/16/2024,
https://bsky.app/profile/gbbranstetter.bsky.social/post/3knssi4ouko24,"A running theme in Woods' telling is how even those who opposed Hitler blamed his rise on the ""depravity"" and excess of Weimar Berlin ""as if the mere presence of ersatz women in the club was enough to foment and justify a right-wing putsch""--a phrase I find myself repeating often",47,188,,https://bsky.app/profile/did:plc:z72i7hdynmk6r22z27h6tvur/feed/hot-classic,3/16/2024,
https://bsky.app/profile/ohnoshetwitnt.bsky.social/post/3knswltbh2622,The fact that Bill Maher has Republicans defending him should tell you everything you need to know about Bill Maher.,5,51,,https://bsky.app/profile/did:plc:z72i7hdynmk6r22z27h6tvur/feed/hot-classic,3/16/2024,
https://bsky.app/profile/esqueer.bsky.social/post/3knr77ifjqc2n,"Twitter is nuking every single post that mentions the name Hans Kristian Graebener, even in quotes. Everyone that posts it is getting hit. I've never seen sitewide censorship like this done specifically on behalf of a neo nazi.",1200,2550,,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,3/16/2024,
https://bsky.app/profile/chriswarcraft.bsky.social/post/3knrdpdp7xd2b,"I don’t want Supreme Court justices that are friends with each other, I want Supreme Court justices who are unflinchingly against religious fundamentalism and fascism, especially if it’s coming from their colleagues.",466,2094,,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,3/16/2024,
https://bsky.app/profile/xphtherapy.bsky.social/post/3knromke5nt2u,You are never alone in your experience of suffering. This story resonates deeply for me. I hope it does for others reading it.,629,2000,,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,3/16/2024,
https://bsky.app/profile/scottsantens.com/post/3knqkh2es7k2i,"Fresh results from another basic income pilot. This one took place in San Antonio, Texas where 1,000 people got a $1,908 payment in Dec 2020, followed by 8 quarterly $400 payments between Apr 2021 and Jan 2023. What happened? Incomes from work went up. That's a commonly observed impact BTW.",145,,,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,3/16/2024,
https://bsky.app/profile/johnrogers.bsky.social/post/3knqkvrpipc2y,Every time. UBI works. AI doesn’t. But which one is getting billions in hot dumb money thrown at it.,613,1300,,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,3/16/2024,
https://bsky.app/profile/kevinmkruse.bsky.social/post/3knql7vjojz2c,"“The parties are the exact same” is an automatic block for me. You’re either deliberately trolling or stupid beyond redemption. Either way, I’m not wasting any time on your stupidity.",171,,,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,3/16/2024,
https://bsky.app/profile/iboudreau.bsky.social/post/3knr2zmw4lm2w,It feels a little bit good that the supreme court is clearly bothered by us all thinking that they suck shit,140,1223,,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,3/16/2024,
https://bsky.app/profile/bencollins.bsky.social/post/3knqlj267ld2q,"Completely maddening watching regular people I like hoovering up GOP scare bullshit with no real evidence and now excitedly endorsing a TikTok ban because it makes them appear reasonable or centrist. It’d be the first time America banned an app at this scale, a true speech issue, and it’s all vibes.",195,1056,,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,3/16/2024,
https://bsky.app/profile/carlbergstrom.com/post/3knqlji4zgl2d,"Another Elsevier paper with obvious AI-written text. “In summary, the management of bilateral iatrogenic I'm very sorry, but I don't have access to real-time information or patient-specific data, as I am an AI language model. “",438,1058,,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,3/17/2024,
https://bsky.app/profile/chantalalive.bsky.social/post/3knr4vrmebc2h,"If cops can seize a homeless person from the street in California or New York, & forcibly transport them to a psych ward where they'll be held against their will indefinitely, don't be naive enough to think you will always be exceptional to this kind of thing being a threat to you in your own life.",271,956,,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,3/17/2024,
https://bsky.app/profile/eladn.bsky.social/post/3knrbd6hnj42v,The reason we need to keep talking about this is that it’s not about him being a hypocrite. It’s about the fact that a major social media platform has turned into a propaganda arm of the fascist right and that freedom of speech and press is under attack on this platform and beyond.,360,913,,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,3/17/2024,
https://bsky.app/profile/ryanlcooper.com/post/3knrp4bjslk2m,"the truth MBAs won’t tell you is that while a unionized workforce can increase base labor costs they also decrease turnover, lower legal expenses, and provide both marketing and political ballast",177,854,,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,3/17/2024,
https://bsky.app/profile/neolithicsheep.bsky.social/post/3knrsd5yzsh2c,"""Mutual aid"" used to have a specific meaning and the mutuality was very much part of it. You help me organize a tenants' Union, I help you organize a community garden. We come together as equals and learn from each other and lift each other up. Crowdfunding essential needs is not that.",100,552,,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,3/17/2024,
https://bsky.app/profile/newamauta.bsky.social/post/3knrn5ary4c2t,"An Indigenous tribe in Los Angeles recently got 12 acres of their land back! Native orgs made the largest LA land purchase for the Tongva Gabrielino Shohone Nation, including Anawakalmekak, a Native Mexica school that teaches Nahuatl to the Mexican diaspora. This is inter-Indigenous solidarity",153,555,,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,3/17/2024,
https://bsky.app/profile/jefftiedrich.bsky.social/post/3knsywh5dos2r,"pro tip: if you can imprison Peter Navarro for blowing off a congressional subpoena, you can imprison Jim Jordan for blowing off a congressional subpoena. this isn't fucking rocket science",77,543,,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,3/17/2024,
https://bsky.app/profile/kenklippenstein.bsky.social/post/3knt74lknoi2y,"TikTok hysteria notwithstanding, the heads of the CIA, FBI and Intel community are careful to note that any threat to national security is purely hypothetical. There's no evidence that TikTok has ever coordinated with the Chinese government.",134,538,,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,3/17/2024,
https://bsky.app/profile/nycsouthpaw.bsky.social/post/3kntldci2v32f,"New York is the greatest city in the world, but one thing we lack is the muckraking left-leaning tabloid that would lay any and all shootings in the city since Bruen at the door of the Supreme Court majority.",58,494,,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,3/17/2024,
https://bsky.app/profile/brainnotonyet.bsky.social/post/3kntrgg7a5c2s,So we are just ignoring that this is an escalation and one that historically leads to violence at scale ? The republicans are telling you they are going to become open and proud terrorists if they lose. This is definitional stochastic terror. Anyone who backs this is a domestic threat.,208,491,,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,3/17/2024,
https://bsky.app/profile/scottsantens.com/post/3knsupwoqyk2y,"""Even affluent people would enjoy a better quality of life if they lived in a country with a more equal distribution of wealth, similar to a Scandinavian nation."" We really need to reduce inequality. Universal basic income plus a mix of taxes is how. Everyone would benefit.",124,469,,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,3/17/2024,
https://bsky.app/profile/ohnoshetwitnt.bsky.social/post/3knsnevtne32p,We need Saint Patrick to drive the snakes out of the Supreme Court.,78,462,,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,3/17/2024,
https://bsky.app/profile/mtsw.bsky.social/post/3kntcbvt5px2d,"maybe i'm wrong but i really do feel like there was an era of US policing where if your car got stolen the cops would at least kinda pretend to try and find it instead of telling you ""wow that sucks, good luck bro""",24,440,,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,3/17/2024,
https://bsky.app/profile/fleerultra.bsky.social/post/3kntaqo47jp2c,"if youd said on january 7, 2021, that we would have to have an election in 4 years to decide whether anyone important would face consequences for the coup attempt, every single person currently defending the DOJ, Garland, Biden, Willis, et al, wouldve said you were crazy or a coward. yet here we are",95,411,,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,3/17/2024,
https://bsky.app/profile/raxkingisdead.bsky.social/post/3knsx4h5ims2v,i’m legit not sure what superrich people’s plan is for when the cities where they live are fully and inarguably impossible for the service class to afford to even live near. are yall gonna start waiting your own tables?,36,398,,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,3/17/2024,
https://bsky.app/profile/lolgop.bsky.social/post/3kntt6tiegp25,Watching Trump hold rallies where he incites violence after January 6th WHILE OUT ON BAIL is like watching bin Laden teach a flight school after 9/11.,99,362,,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,3/17/2024,
https://bsky.app/profile/leavittalone.bsky.social/post/3knrx45l4ce2r,what's harder? Explaining to rich boomers burglary isn't really a thing anymore cause there's really nothing in their house with a re-sale value anymore to make it worth it or that the if it happens the cops won't do shit,57,324,,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,3/17/2024,
https://bsky.app/profile/nycsouthpaw.bsky.social/post/3kntar6c6ps2o,"Musk’s federal contractor status is never in any apparent jeopardy despite the host of documented foreign influences, ratfucking of US allies, personal instability, overt racism, etc. I just don’t get it.",242,1137,,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,3/17/2024,
https://bsky.app/profile/thomaszimmer.bsky.social/post/3kntnykbten2f,"In a country with a functioning democratic system and a somewhat healthy political culture, anyone uttering such deranged nonsense would be shunned and ostracized, a party elevating them would not be considered a viable option by anyone but an extremist fringe.",131,384,,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,3/17/2024,
https://bsky.app/profile/seriousfreudoffice.bsky.social/post/3kntotf4qi42k,"In good news, Liz Truss's anti trans bill failed to go through. In hilarious news, this was because several MPs filibustered for five hours talking about ferret names.

https://www.thepinknews.com/2024/03/16/liz-truss-ferrets/",122,358,6,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,3/17/2024,
https://bsky.app/profile/ryanlcooper.com/post/3kntlutpzn22q,"you could set up like 5 of these with the money Dems spent losing Senate races in Kentucky and South Carolina

https://prospect.org/politics/2024-03-11-democrats-need-party-publication/",51,316,8,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,3/17/2024,
https://bsky.app/profile/kendrawrites.bsky.social/post/3knsvqzy2ul2i,People know at this point that covid isn't really a respiratory infection right? It's an infection that happens to spread via respiratory systems but that causes system wide inflammation. The flu is a respiratory infection. It sticks to your lungs for the most part. Covid doesn't.,91,304,14,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,3/17/2024,
https://bsky.app/profile/rbreich.bsky.social/post/3kntuqzkjq22f,"The effective federal corporate income tax rate: 1950: 50% 1990: 25% 2020: 13% Stop asking ""but how we will pay for it?"" Restore the corporate tax rate. That is how we will pay for it.",86,304,7,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,3/17/2024,
https://bsky.app/profile/stevevladeck.bsky.social/post/3kntbnvmx4c2j,New from me via @MSNBC: The reaction by Republican Senators (and others) to the new Judicial Conference proposal to curb “judge-shopping” drives home the partisan nature of the practice—and thereby drives home *why* such a reform is long overdue:,96,292,5,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,3/17/2024,
https://bsky.app/profile/moiradonegan.bsky.social/post/3knt2pofmp52h,"Kind of wild how so many of our central political struggles are about gender and the family—abortion rights, masculinity politics, trans healthcare access, the “crisis of marriage”—and yet there has still been no meaningful attempt, by either leftists or liberals, to revive the cause of feminism.",39,283,20,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,3/17/2024,
https://bsky.app/profile/npr.org/post/3kntjjdda3k2r,The Justice Ruth Bader Ginsburg Leadership Award was created to honor women who have created positive change in society. RBG's family says this year's change in selection criteria betrays her legacy.,68,227,44,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,3/17/2024,
https://bsky.app/profile/marygillis.bsky.social/post/3kntq5xnnyl2g,"Obviously, the RBG Award should honor those who hold on to positions of power like grim death, those who put their own wants so far above the needs of others that they behave as though they literally can't imagine the world will continue after their own lifetimes.",67,278,10,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,3/17/2024,
https://bsky.app/profile/lolgop.bsky.social/post/3kntnef2boc2g,"“The Court's been controlled for more than 50 consecutive years by the GOP at a time when the Democratic Party has won the popular vote in 7 of the last 8 presidential elections… And absent a reform that intentionally rebalances the Court, the Court will remain in GOP hands for 40 more years.”",86,274,11,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,3/17/2024,
https://bsky.app/profile/c0nc0rdance.bsky.social/post/3kntxyhe53s2n,"“Poverty exists not because we cannot feed the poor, but because we cannot satisfy the rich.""",95,288,7,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,3/17/2024,
https://bsky.app/profile/profmusgrave.bsky.social/post/3kntqadjt5j2q,"Let me pre-register: as of right now, this date, with the full knowledge that a lot can happen—DJT has vastly more loser energy than in 2016 or 2020, and it’s not just because he has, well, lost—he’s whiny and self-centered in a new, more insular fashion",20,275,,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,3/17/2024,
https://bsky.app/profile/secretaboutbox.bsky.social/post/3knu22hsenq2d,i am *tired* of people who post screenshots from twitter of transphobes saying hateful shit. no actual problem is solved by importing it here. we all know what twitter is like. that's why we're here. when you do this you only make everyone feel worse. fuck outta here with this shit.,73,288,10,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,3/17/2024,
https://bsky.app/profile/keithstack.com/post/3knswykquqt22,"Tired of all the WOKE video games nowadays telling me it’s bad to be WHITE, and that I need to INJECT MYSELF with CHOZO DNA in order to survive the harsh conditions of PLANET ZEBES.",37,268,7,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,3/17/2024,
https://bsky.app/profile/weirwoodtreehug.bsky.social/post/3knt66pbp6227,"This is the first I'm hearing of this. I'm trying to imagine the reaction by the msm, electeds and law enforcement if it were say, free Palestine or police abolition activists routinely delaying courts with violent threats. It would not be ""how rude, but oh well"" it would be nationwide panic",78,261,6,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,3/17/2024,
https://bsky.app/profile/comicsinthega.bsky.social/post/3knttnzaw7t2a,"I will be relieved once we pass through this weird window in time where right wingers have become weirdly obsessed with Sydney Sweeney's boobs. I mean, boobs are great, I love them, but using one woman's to promote some bizarre white nationalist, antigay agenda is both horrible & completely insane.",17,269,22,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,3/17/2024,
https://bsky.app/profile/ruemcclammyhand.bsky.social/post/3kntudijxkk2e,today is the 3 year anniversary of the atlanta spa shooting,248,605,9,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,3/17/2024,
https://bsky.app/profile/ruemcclammyhand.bsky.social/post/3kntufjhlwo2i,won’t ever forget how that white man opened fire on a building full of people screaming “kill all the asians” and major news outlets and our own government hesitated to classify this as a hate crime,47,259,1,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,3/17/2024,
https://bsky.app/profile/juliusgoat.bsky.social/post/3knsvuoelgl2q,This is literally the argument many American conservatives are making now; that Germans could have avoided all the unpleasantness of Nazism if they’d simply done Nazis’ murderous work for them in the first place.,65,249,4,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,3/17/2024,
https://bsky.app/profile/rbreich.bsky.social/post/3kntpz26quc2f,"One of the richest men in the 1920s was Andrew Mellon — an early prophet of “trickle-down” economics. His grandson, Timothy Mellon, is bankrolling Trump's reelection. Timothy uses his platform to rage against social programs. This is how dynastic wealth works. Wealth tax now.",73,253,5,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,3/17/2024,
https://bsky.app/profile/daveanthony.bsky.social/post/3knsrsihslc27,The normalization of mass death by Democratic centrists is going to to take us to a terrible place.,45,257,8,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,3/17/2024,
https://bsky.app/profile/eliasisquith.blog/post/3knsufiggrt2q,in many ways this was the period of the trauma i found most devastating; this complete and strident and utterly juvenile abdication of responsibility at a time of incredible fear and pain.,51,246,10,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,3/17/2024,
https://bsky.app/profile/jefftiedrich.bsky.social/post/3kntg222wlk2g,"if Fani Willis's personal life has you howling with outrage, wait until you hear about the Supreme Court Justice whose entire life has been bankrolled by some Nazi-memorabilia-loving plutocrat named Harlan Crow. oh, and have we mentioned that this dipshit Justice is married to an insurrectionist",49,243,5,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,3/17/2024,
https://bsky.app/profile/chadloder.bsky.social/post/3kns2wyiba22r,I love that we're all being marched rapidly towards death and disability because politicians worldwide want to declare the pandemic over,68,238,8,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,3/17/2024,
https://bsky.app/profile/npr.org/post/3kntfv6if4m2m,Social spaces for trans folks tend to be youth-oriented. Transitioning for those over 50 can bring unique challenges. One New Jersey support group offers community and a path forward.,62,243,2,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,3/17/2024,
https://bsky.app/profile/skippysbonezone.bsky.social/post/3knt7nflypc2a,"Wow you mean to tell me puritanism and Anti kink we warned y'all about is bad for queer people and those oppressive ideas where always inherently anti-queer as our mere existence is viewed as ""too sexual"" and now they're trying to harm sex workers And artists by attacking our way of earning income?",83,235,5,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,3/17/2024,
https://bsky.app/profile/kilgoretrout.bsky.social/post/3kntt5cgf6k25,know what I wanted to know in life about fishtanks? nothing. jack shit. could have died happy in ignorance. now I’m doing water & medium changes like I’m defusing a homemade bomb so I don’t accidentally murder a billion bacteria and crash the nitrogen cycle,10,241,21,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,3/17/2024,
https://bsky.app/profile/veryimportant.lawyer/post/3knu6g6t6ve2e,RFK Jr’s campaign is like a Pokémon game where you collect dumb guys instead of monsters,31,318,4,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,3/17/2024,
https://bsky.app/profile/chup.blakereid.org/post/3knt4e5hh622u,"The nut of the problem with the TikTok ban is not that TikTok is good, it’s that TikTok has the same pathologies as the rest of our information infrastructure, which we’ve chosen to neglect for the past many decades, and only making a big deal about China exploiting them tacitly blesses the rest.",70,230,6,https://bsky.app/profile/did:plc:tenurhgjptubkk5zf5qhi3og/feed/catch-up,3/17/2024,
